VW_30cm,VW_60cm,VW_90cm,VW_120cm,VW_150cm,T_30cm,T_60cm,T_90cm,T_120cm,T_150cm
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.34619753086419747,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3481728395061728,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3486928104575164,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3492623456790122,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3511047619047619,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.35534351851851825,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.358,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.358,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.358,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3565500000000001,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3548947649572649,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.352218253968254,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3492222222222222,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3481728395061728,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3481728395061728,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.345938963585434,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.34619753086419747,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3481728395061728,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
0.2857595793467199,0.25590778006507103,0.3486928104575164,0.33758273079212114,0.3675787992999286,15.808069846665273,13.075783698063706,12.86937611233518,11.706271586915225,11.667692225941865
